Tweet,Date
"The price of integrating settler terrorists into the IDF:

Left: Doron Kastlemen, heroically neutralized two terrorists in Jerusalem attack.

Right:  Aviad Farij, a settler terrorist Hilltop Youth, integrated into the IDF murdered Doron thinking he was Palestinian. >>",2023-12-01
"One of the victims from yesterday’s terrorist attack in Tel Aviv,  Inbar Segev-Vigder, murdered while shielding her 9 month old son Ari. 

She saved his life.  

There are no words. Only heartbreak  . 

May the memory of the victims be a blessing.",2024-10-02
"New hero:

A student named “Islam” saves more than 100 people during the terrorist attack in “Crocus” in Moscow Russia.

Islam says: “It is better to die in battle myself than to let others die.”

The hero, Islam, is 15 years old.
According to him, all administrators were",2024-03-23
"How has this been allowed to be broadcast on the BBC?

The BBC should be ashamed of itself for putting text up trying to legitimise the Oct 7 terrorist attack. #DefundTheBBC
Legally cancel your TV licence today at https://defundbbc.uk",2024-10-04
"On October 7, 2023, the terrorist organization Hamas launched a horrifying attack against Israel.

We stand with Jewish people and Israelis on this painful anniversary. We won’t relent until we see every last hostage returned home safely.

My statement.",2024-10-07
" While the whole world sympathizes with the terrorist attack in Moscow, Nazis in Ukraine are doing the following:

A Ukrainian restaurant added a ""Crocus City"" set to its menu.

Ukrainian gamers created a CS map of the ""Crocus City Hall"" concert hall, where virtual hostages can",2024-03-24
"Is this a fucking joke?

This is the Palestinian terrorist who was responsible for the horrific terror attack this morning, fresh out of surgery in Israel.

Why are we saving terrorists? What the fuck is wrong with us?",2024-09-11
"Ori went for a walk in nature when she finished work on February 7, 2019. A terrorist who left his house with a butcher knife, ready to carry out an attack saw her there, alone. He attacked her, stabbed her, dragged her 150 meters, covered her mouth with a scarf, tied her hands",2024-05-16
"Starmer and his family spoke to Swift for 10 minutes about the terrible Southport attack which had happened at a ""Taylor Swift"" themed event.

That was entirely appropriate, as was his attendance at this major event in the wake of terrorist threats against her.",2024-10-16
"The woman who said “We would have won” if she’d led the terrorist attack on the U.S. Capitol … is now on the Committee charged with countering terrorism.

MTG is a danger to national security. Really.",2023-01-18
"Liberals admit accused ISIS terrorist, who was planning an attack on Jews in NYC entered Canada with a student visa in June 2023.

In July, authorities also arrested an accused ISIS terrorist who came to Canada and got citizenship on Trudeau's watch.

Trudeau is responsible for",2024-09-10
Russia started mass deportation of migrants after the terrorist attack at Crocusa,2024-03-25
"The  Resistance at 6:30 am struck MOSSAD COMMAND CENTER in the neighborhoods of TEL AVIV with KADER 1 BALLISTIC MISSILE.

This command center was responsible for the PAGERS And Two-way RADIOS Terrorist Attack And The ASSASSINATION Of Resistance Leaders.",2024-09-25
Not a pager attack. A terrorist attack.,2024-09-17
"Ukraine is responsible the Moscow terror attack.

Ukraine is a terrorist state.
#FuckUkraine",2024-03-23
"Hamas supporters visciously assault Israeli man wearing ‘F**k Hamas’ sticker. 

A man dressed as a Hamas terrorist punches the Jewish man before shoving him as the mob then joins in the attack as NYPD officers make arrests.",2024-04-18
"Wrong about censorship. 
Wrong about Modi.
Wrong about Ukraine. 
Wrong about Bitcoin. 
Wrong about convoy.
Wrong about climate crisis. 
Wrong about terrorist attack. 
Wrong about gun control. 
Wrong about LGBTQ.
Wrong for .",2023-11-30
"Chaya Soslik HY""D 

Murdered in the Terrorist attack in Beersheba

May Her memory be Blessed ",2024-10-06
"This is a video of the little baby that was stabbed today by the Islamist terrorist in Sydney.
She is in serious condition undergoing surgery in hospital. 
Her mother died in the attack.
Pray for her 
#BondiJunction #Terrorism",2024-04-13
"Today marks one year since Hamas’s horrific terrorist attack against Israel. It’s a chance for us to remember the lives lost and the many lives forever changed by these heinous acts of terror and continue to call for the immediate safe return of the remaining hostages.

Let’s",2024-10-07
#BREAKING: FBI Director Christopher Wray announced that they are increasingly concerned about a coordinated foreign terrorist attack in the United States.,2024-07-24
"Putin: We are more interested in knowing who ordered the Moscow terrorist attack 

Who do you think ordered the Moscow terrorist attack?",2024-03-25
"A local from Banglore (Where Md Zubair stays), he was wearing Pakistani Jersy and was supporting a terrorist nation today.

How on earth can an Indian support a country like Pakistan?? How do these Indian Muslims forget that Pakistan carried out the 26/11 attack against India?",2023-10-21
"11 people, including all 4 terrorists which took part in the terrorist attack at Crocus City Hall, Moscow have been detained – FSB

Why were they fleeing to Ukraine? 
Who was waiting for them on the other side?",2024-03-23
JUST IN:  Russian Foreign Minister Lavrov says the United States carried out a terrorist attack in Lebanon with Israel.,2024-09-28
"Israel has conducted another terrorist attack in Lebanon targeting civilians in Beirut. Motorcycles, cars, solar panels have simultaneously exploded.

Setting off bombs in a civilian population with no idea who the victims will be is TERRORISM.

It’s clear now ALL Lebanese",2024-09-18
" Pray for Nasrallah

Terrorist Israel claims he was the target of today’s attack on Beirut, Lebanon. His safety remains in question at this time.",2024-09-27
BREAKING NEWS-ALERT - the mastermind behind the Oct 7th terrorist attack is dead,2024-10-17
BREAKING: Iran launches missile attack on Israel for attacking the terrorist group Hezbollah.,2024-10-01
" AND THEN …  PARIS HAS FALLEN SERIES 

A protection officer and an MI6 operative team up after a terrorist attack. They suspect a mole as they race to thwart a larger conspiracy threatening Paris.",2024-10-17
"What Lebanon has experienced today is undoubtedly, without question, without nuance, a terrorist attack. 3000+ injured folk, with injuries that are so stomach-churning they feel like they’re made up. Say it as it is. This is an act of terror.",2024-09-17
"Last night near the Eiffel Tower, an ISIS terrorist stabbed multiple tourists.

Last night in Marawi City, terrorists threw a grenade at a Catholic mass, killing at least four and wounding 50 others.

Last week, a terror attack on a Christmas event was foiled in Germany. This is",2023-12-03
"This brutal attack on George Galloway was in 2014.

He was an MP and was set upon by terrorist Neil Masterson, who wore an IDF T-shirt while battering George.

The Government didn't raise concerns about MP safety and the Media didn't bother reporting it much either.",2024-03-01
"Charlie Kirk calls the Israeli attack on the USS Liberty a ""conspiracy theory.""

Why would he deny a well-documented Israeli terrorist attack against the United States where 34 Americans were killed and 171 wounded?",2024-07-11
"241 American Marines, Sailors, and Soldiers died in the Hezbollah bombing of the Marine Barracks in 1983.

Today, Israel killed the terrorist who played a key role in carrying out the attack.


#StrongerTogether",2024-07-30
BREAKING: A temporary order by the eSafety commissioner blocking Australians from watching the alleged terrorist stabbing attack of a Sydney bishop has been refused in a win for tech giant X: https://bit.ly/3QIYYZk,2024-05-13
"An apparent terrorist attack at a club/shopping center in Moscow before a performance started. Dozens wounded and dead. There was also an explosion and the building is on fire.
Early videos show multiple men (3, per state media) in camo shooting rifles.",2024-03-22
Devastated by the horrific attack on innocent pilgrims in Reasi. I strongly condemn this cowardly terrorist act. Praying for the departed souls. My condolences to the victims and their families.,2024-06-10
" THREE OF THE FOUR SUSPECTED TERRORISTS HAVE BEEN CAPTURED AND ARE BEING INTERROGATED

Death Count Climbs to 150 Following Terrorist Attack in Moscow, Russia.

Source: @Sprinterfactory, @BNONews",2024-03-23
"When you’re rooting for a terrorist attack and accidentally expose your antisemitism. 

I couldn’t get my phone to type this if I wanted to.",2023-11-23
"Ataque terrorista:
Cruzamento Beit Kama - Sul 

dentro da cafeteria Aroma: 

ataque terrorista - vários feridos foram relatados esfaqueados por um árabe, o terrorista foi neutralizado.

Preliminares:

3 feridos – 2 leves e um em estado grave.",2024-03-14
 #BREAKING: Attempted terror attack in Tekoa. Attack was thwarted by local security forces. Terrorist was shot.,2022-05-08
"“An asylum seeker bent on avenging deaths in Gaza has carried out a suspected terrorist attack in Britain, The Telegraph can disclose.”",2023-10-21
"Recent Wave of Terrorism:

Swat 
Lakky Marwat
Dir 
Hangu 
Kohat 
Khyber District 
Bannu 
Khuzdar 
Miranshah 

Today attack on Waana Police Station, 1 Policeman wounded, Police weaponry looted. 

While Security apparatus is busy in dealing with Imran Khan and PTI.",2022-12-20
The terror attack was deliberately planned to coincide with the oath ceremony of yet another term of a hindu govt. And what better than a bus filled with hindu pilgrims to pass on the message.. this cult just deserves to be sidelined from a civil society everywhere,2024-06-09
"A few observations on the terrorist attack:
1. Apparently, the attackers were Tajik, among whom many have joined ISIS - no Ukraine connection.
2. No security was apparent on the many videos of the massacre. Why not?
3. Apparently the terrorists went to the hall in a car...",2024-03-23
"Massive terror attack in Karachi, at the Police HQ. The footage coming out of there is mostly dark... looks like there was a power cut at the Police HQ too.",2023-02-17
Terrorism. Only 2 attackers and one of them is a 35 year old wing back,2022-11-06
"CLARIFICATION: It’s quite unfortunate anyway, but that Terror attack is on Tukur Buratai Institute for War & Peace in Buratai NOT Nigerian Army University in Biu. Museum car park section destroyed. •Infrastructures in that institute was commissioned in August 2020 by Gov Zulum.",2022-01-14
"A state-sponsored terror attack against civilian targets, cheered by the usual puppets in the US congress.",2024-09-18
"Kaduna has confirmed airport attack, saying troops repelled terrorists",2022-03-26
Is this a joke? this is literally the definition of a terror attack. As I said - they are trying as much as possible to hide the fact that the attacker was a Muslim.,2024-04-18
"BREAKING: Terror attack in Tel Aviv 
Reports of ramming and shooting attack in Tel Aviv's promenade area. 6 people injured. 1 murdered.",2023-04-07
A “gun attack.” It was a terrorist attack on one of the busiest streets in the city where young people go out on Thursday nights.,2022-04-07
"Security forces avert a major terror attack in Rajouri where Islamist terrorists carried out targeted killings of seven Hindus earlier this month.

IED planted inside a tiffin box placed close to the govt hospital frequented by poor villagers, defused by the bomb disposal squad.",2023-01-19
Terror attack in the UK by an asylum seeker angry about events in Gaza has been kept quiet by the government because of fear of copycats and backlash related to immigration policies.,2023-10-21
"Israel conducts an indiscriminate terrorist attack that killed an 8 year old girl, and our national news broadcaster cheers them on.",2024-09-18
"Breaking: A massive crowd organized by Temple University SJP gathered outside of Temple's Hillel waving the PFLP flag, a designated terrorist organization.

You can hear Jewish students in the building stating they are ""about to have a panic attack.""",2024-08-30
Imagine if Hamas bombed residential  Tel Aviv to kill an Israeli general at home. Would journalists report it as an “assassination” or a terrorist attack?,2024-01-02
"Prime Minister Netanyahu:

“One year ago, Yahya Sinwar, the terrorist chief of Hamas, launched the October 7th massacre against Israel.

It was the bloodiest attack on the Jewish people since the Holocaust. It was the worst attack on the Jewish state since the founding of Israel.",2024-10-17
"Today marks 39 years since the deadliest terrorist attack in Canadian history—the tragic downing of Air India Flight 182, which claimed the lives of all 329 passengers, including 280 Canadians.

As we honour the memory of the victims, Conservatives reaffirm our commitment to",2024-06-23
"Plateau State University (PLASU) under attack as Fulani Terrorist invade school premises, fires shot at students.",2024-04-19
"The White House just sent out its note ""proclaiming Arab American History Month.""  

The message condemns the ""brutal Hamas terrorist attack"" and reverts to the passive voice to mourn that ""The trauma, death, and destruction in Israel and Gaza have claimed, and continue to claim,",2024-04-01
" So Ukraine carried out a terrorist attack on a high rise building in Moscow, kiIIing a child.

They must feel so proud while we liquidaтed 500+ mercs and took out their electricity without harming any civilian.

Trust me, a war with Russian Federation will end in a week.)",2024-09-10
"Security forces in the Haddar area of Bakol in the southwest of #Somalia foiled a massive terrorist attack on Thursday morning
a vehicle loaded with explosives heading to the town of Hadar was prevented
The army received information about the presence of a terrorist enemy",2024-10-17
"Pro-Palestine protestors attack man holding up “Hamas is ISIS” sign in London.

Isn’t it interesting that at all these “ceasefire” protests they never condemn the terrorist group Hamas.

In fact whenever someone criticises Hamas they react violently.",2023-11-11
"NEW: Leader of Hamas Is Dead! 
Yahya Sinwar planned the October 7th terrorist attack on Israel and has finally been killed!",2024-10-17
"TERRORISTS ARRESTED

 5 minutes ago The head of the FSB reported to Putin about the arrest of 11 people, including all four terrorists who were directly involved in the terrorist attack on Crocusa

A PM pistol, a magazine for an AKM assault rifle and passports of Tajik",2024-03-23
" The Islamic Council of NSW have CONDEMNED POLICE for declaring the stabbing of Bishop Mar Mari Emmanuel by a young Jihadi shouting Allahu Akbar a terror attack—even though the terrorist explained he did it because the priest disrespected Islam.

You can't make this stuff up.",2024-04-18
" BREAKING: A 36-year-old Muslim Israeli civilian, Ahmad Jabarin, has just carried out a terrorist attack in Hadera, Israel. He stabbed Jews while driving a motorcycle and using a knife.

Six Jews are injured, 3 in critical condition, with 2 suffering life-threatening injuries.",2024-10-09
"Israel just launched a massive terrorist attack onto Lebanon, feeding various explosive filled devices into the country for months and detonating 

Thousands of pagers exploded yesterday, today hundreds of walkie-talkies- killing over 46 people & wounding over 3,250.",2024-09-19
What did America know about the terrorist attack in Russia?,2024-03-22
"Reporter: An Afghan national who was working for the CIA was arrested for plotting a terrorist attack on Election Day. How was he brought here?

Mayorkas: *Refuses to answer*

Reporter: We're getting conflicting answers from DHS

Mayorkas: *Gets angry*",2024-10-10
"𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚:

Islamic terrorist attack in Paris tonight, 1 person stabbed to death, 2 injured by Muslim man screaming “Allahu Akbar.”

According to a source at the scene, the assailant was shouting that ‘he could not stand Muslims being killed in the world.’

One victim, a",2023-12-02
"Terrorist Organization #Hamas Chief & Masternind of the #October7 Terrorist Attack On #Israel, Yahya Sinwar Killed By #IsraelDefenceForces In #Gaza confirms @IDF

He was responsible for the horrific #October7Massacre in which hundreds of Israelis were killed and abducted. ",2024-10-17
Israeli terrorist attack against Rafah where more than 1M refugees are located. ,2024-04-21
"""Hamas terrorists beheaded my son and tried to sell his head in Gaza,” revealed David, the father of Adir Tahar, a victim of a brutal terrorist attack on October 7th. He detailed the horrific treatment of his son's body.

""My son's death was incredibly difficult to come to terms",2024-01-17
"ISIS has claimed responsibility for the terrorist attack in Moscow, Russia. 

In 2016, Donald Trump said former US President Barack Obama is the founder of ISIS and Hillary Clinton is the co-founder.",2024-03-22
 Russia officially confirms the perpetrators of the terrorist attack in Moscow received financial support from Ukraine.,2024-03-29
"Impartiality does NOT mean 50-50!

What Gary Lineker said about the Tory language around refugees is just TRUE:

If you call people vermine (1930s) or an invasion (Suella Braverman), you imply it's OK to kill them. And we've already had a terrorist attack on an asylum facility!",2023-03-10
"Israeli terrorists are bombing Nasser Hospital in Gaza right now.

This is a terrorist attack.",2024-03-27
"The man arrested for allegedly plotting a terrorist attack in Canada passed half a dozen security screenings by Trudeau's government. 

Before coming to Canada, he allegedly fought for ISIS and may have participated in violence on video.

How did this happen on Trudeau's watch?",2024-08-29
What happened in Lebanon today is a **terrorist act** that did not just target an enemy but was also a threat to the life of any innocent lebanese civilian. There is NO political issue that can possibly justify this criminal attack on a neighboring country!,2024-09-17
"CNN: Waiting for facts
MSNBC: Waiting for facts
CBS: Waiting for facts
ABC: Waiting for facts
Fox News: IT'S A TERRORIST ATTACK!!! JOE BIDEN!!!! TURKEY PRICES!!!",2023-11-22
" The Taliban have CONDEMNED the Moscow terror attack: 

“We condemn in the strongest terms the recent terrorist attack in Moscow and consider it a blatant violation of all human standards.”",2024-03-24
"It appears that as we approach this solar eclipse, things are becoming increasingly chaotic.

1. Dead Boeing whistleblower
2. Diddy sex trafficking
3. Baltimore bridge collapsing
4. Terrorist attack in Russia
5. Israel/Palestine war
6. Royal Family drama
7. Situation in Haiti
8.",2024-03-27
"Lt. Col. Tomer Greenberg, commander of the 13th Battalion of the Golani terrorist Brigade, before he was liquidated in Gaza:

""Come and see who prepared better for this battle. We have a strong desire to attack and kill the largest number of fighters.""",2023-12-13
"Enough is enough.

Anyone in Canada celebrating the terrorist Islamic Regime in Iran's attack on Israel tonight supports terrorism and is a threat to our peaceful society.

They should be deported and sent back to whatever backwards society they came from, or thrown in jail for",2024-10-01
"Had the terrorist attack witnessed in Lebanon in the past 48hrs occurred in Europe, western media would be following victims, telling the story of a boy who lost an eye, a girl who lost her life... but these are only brown people, so they celebrate Israel's ingenuity. Repulsive.",2024-09-19
"""unprecedented... injuring almost 3,000... people were blown up in supermarkets, at home, on the street, & even in barbers shops... at least 9 people, including a 10 year old girl, have been killed... audacious attack""

#GMB refusing to call Israels attack a terrorist attack.",2024-09-18
" Russian Media Executive Margarita Simonyan says: “It was not ISIS, but the West themselves"", who committed the TERRORIST ATTACK in Moscow.

""The individuals behind this operation were purposefully selected to be passed off as members of ISIS.”",2024-03-25
"JUST IN:   Russia says ""a deliberate terrorist missile attack was carried out on the city of Sevastopol by five American ATACMS missiles equipped with cluster warheads. 

Four US-made ATACMS missiles were intercepted;

The detonation of the fragmentation warhead of a fifth",2024-06-23
"You cheated on your husband with a tantric sex-guru

You helped incite a deadly terrorist attack on our Capitol

You harass your colleagues and teenage survivors of mass shootings

You worship at the altar of a false prophet

You are a hateful bigoted fake-religious abomination",2024-06-08
"BOMBSHELL REPORT:   Exclusive intel reveals that the attack on Baltimore's Francis Scott Key Bridge was a TERRORIST ATTACK launched by the Chinese Communist Party on American soil, using “remote towing” technology on the  “The DALI”.

DEVELOPING..",2024-03-31
"Mass Deportation after the Terrorist Attack in Russia. 

Putin is not playing games.  https://x.com/WallStreetSilv/status/1774509220869587451/video/1…",2024-03-31
"What happened on Oct 7, 2023 isn’t what we initially thought it was. 

At first glance, the terrorist attack that Hamas and other Palestinian terrorists committed against Israel seemed to be the declaration of war between Israel. M War did break out, but that wasn’t what it was",2024-07-08
Pretty amazing that the entire establishment media had people embedded with Hamas while they did the terrorist attack on 10/7. Are we still pretending they’re not the enemy of the people? Truly sick people!,2023-11-09
Who do you believe was responsible for the terrorist attack on Moscow?,2024-03-23
"People asking, ""Why are the protestors in Southport targeting a Mosque""?

During the vigil for the three murdered girls, police arrested a man of Arab appearance, reportedly with a knife, in Southport town centre, on his way to attack the vigil

Was this an Islamic terrorist?",2024-07-30
"Israel exploded bombs in shops, streets and homes across another country.

Skys Middle East correspondent doesn't call it a terrorist attack. Instead he declares the attack ""was particularly innovative""",2024-09-18
" ""Why is the US so quick to identify ISIS as the perpetrators of the MOSCOW TERRORIST ATTACK, when they still can’t figure out where all their weapons are in Ukraine, who blew up Nord Stream, or even who killed JFK."" - Russian MFA Spokeswoman Maria Zakharova",2024-03-28
"More than a dozen fires across Northern Israel caused by rocket fire from the Iranian proxy - the terrorist group Hezbollah.

Israel is under constant attack from these radical Islamic terrorists. 

Something your pro Hamas western media is forgetting to tell you.",2024-06-03
If only Merrick Garland had swiftly prosecuted Trump for his attempted coup and Jan 6 terrorist attack. Our nation would be in a far better place.,2024-09-29
WHY IS THE CO OWNER OF X CELEBRATING A TERRORIST ATTACK IN LEBANON?!!,2024-09-18
"october 7 made me feel sympathy for israel

the subsequent outpouring of antisemitism in response to a TERRORIST ATTACK targeting israel has made me radically pro-jew, pro-israel

i don’t know about you guys but i’m on the opposite side of literal nazis and terrorists",2024-10-09
Lara Logan says she has inside sources who told her the bridge disaster was a terrorist attack.,2024-03-26
"Illegal crossings at our Southern border have been at record highs under Joe Biden. But those numbers don’t even paint the full picture as Joe Biden has been flying illegals directly into our country.

This is a massive national security risk.

If any terrorist attack happens on",2024-03-05
"Maria Zakharova:

“Official representative of the US National Security Council Adrienne Watson: Ukraine is not involved in the terrorist attack in Krasnogorsk, the banned ISIS is to blame.

If only they could sort out the assassination of their own President Kennedy so quickly.",2024-03-24
"Don’t let anyone lie about January 6th. It was an armed terrorist attack. Pipe bombs, guns, Molotov cocktails, stun guns, machetes, a crossbow, hockey sticks, baseball bats, flagpoles, pepper spray, bear spray, brass knuckles, scissors, needles, screwdrivers, and an axe. Over",2024-01-06
"St. Petersburg, Pulkovo Airport: Russia has started mass deportation of illegal migrants after the terrorist attack at Crocusa.",2024-03-26
"Yahya Sinwar was an evil terrorist who orchestrated the horrific October 7 attack on Israel, killing 1,200 innocent people.
 
His death brings justice for his victims as we continue efforts to bring the hostages home, increase humanitarian aid, and save civilian lives.",2024-10-17
"He flew from Canada to Israel to carry out a terrorist attack.

We are no longer just importing terrorism. We are now exporting it too. 

Is this what you meant by ""growing Canada's economy,"" Justin Trudeau?",2024-07-22
"I condemn the terrorist attack on Hindu Pilgrims by the terrorists in Reasi, Jammu & Kashmir.

My condolences are with the victims of this heinous attack on civilians.

#AllEyesOnReasi",2024-06-09
"WATCH 

IDF Spokesperson, Daniel Hagari: 

Yahya Sinwar, the leader of the Hamas terrorist organization who was responsible for the October 7th Massacre is dead.

Sinwar was responsible for the most brutal attack against Israel in our history when terrorists from Gaza invaded",2024-10-17
"This is beyond reprehensible.

FBI Director Wray warned the border crisis could lead to another 9/11 terrorist attack.

It will be Joe Biden & Kamala Harris’ fault.

That’s why I deployed Texas National Guard & DPS, buoys & razor wire, & Texas is building our own border wall.",2024-08-05
"This man talks about trying to keep his family safe as Israeli citizens attack the West Bank 

The Israelis have guns, and Palestinians do not 

This is not a war zone and these are terrorist attacks 

Why is the world silent?",2024-04-17
"BREAKING:

The Afghan Taliban release a statement on the Moscow attack:

“We condemn in the strongest terms the recent terrorist attack in Moscow and consider it a blatant violation of all human standards”

",2024-03-24
"Baruch Daayan HaEmet 
Sergeant Gary Gideon Hanegbi (24) from Kiryat Shmona was killed in a car-ramming terror attack by a Palestinian terrorist this morning.

May God avenge his death.",2024-09-11
"What’s the difference between 9/11 and 10/7? 

Why do people feel one way when a terrorist attack happens to us and another way when it happens to Israel. 

We spent 10 years hunting down bin Laden. Israel has been defending itself for 9 months.",2024-06-24
"BREAKING: RUSSIA OFFICIALLY BLAMES UKRAINE FOR MOSCOW TERRORIST ATTACK 

OFFICIAL STATEMENT: 

""Russia's demands on Ukraine under the International Convention for the Suppression of Terrorist Bombings and the International Convention for the Suppression of the Financing of",2024-03-31
"American allies were attacked under Donald Trump. American soil was targeted in a terrorist attack under Trump in 2017. The idea that this lunatic, who’s a reality TV star and has no experience in foreign policy, could prevent something like this from happening is insane.",2024-04-13
"BREAKING: The United Nations General Assembly just voted on an amendment to condemn the October 7 terrorist attack on Israel by Hamas.

It failed to get a 2/3 majority to pass with 55 countries voting against and 23 abstentions.

Ambassadors even applauded after it failed.",2023-10-27
"BREAKING IN MOSCOW: In a Speech, Putin Links Ukraine to Moscow Concert Hall Attack That Left 115 Dead. “All the perpetrators of the terrorist attacks have been found and detained. They tried to hide on the territory of Ukraine,"" Putin just said in a speech. WATCH 

Video:",2024-03-23
" Earlier tonight, six Israelis were murdered in Tel Aviv in a shooting attack by two Palestinian terrorists. 

The terrorists were neutralized.

Look at the smile on the terrorist’s face.

Pure evil.",2024-10-01
The 66-year-old Rina was murdered this morning in a terrorist attack on the street near her home. Another victim of the scum of the human race. rest in peace.,2024-08-04
"oh my god i cant believe you guys are still saying shit like this. she didnt cancel cause ""it was bad for her brand"", it was an ACTUAL terrorist attack. she saved your lives but i guess anything for rage bait/a gotcha moment on this app.",2024-10-17
"“This attack shows the true face of Hezbollah—a terrorist organization that targets and murders children playing soccer on a Saturday evening.”

Watch the IDF Spox. RAdm. Daniel Hagari give remarks regarding the deadliest attack on Israel since October 7:",2024-07-27
"October 7th is the most gruesome terrorist attack in Israel’s history.  

Yet the President of Cornell University clinically describes it as a “Response to World Events.”

She then complains it is “impossible” to respond to all of the world’s tragedies.  The largest massacre of",2023-10-12
