Tweet,Date
"1. That’s a lie

2. You tweeted this from a Trump rally in North Carolina

3. All 23 votes against FEMA funding in the House came from HOUSE REPUBLICANS including YOU 

4. Resign",2024-10-06
"Trump at his rally Wednesday in Reading, Pennsylvania: “We never have an empty seat, never have, look at it.” Of course he’s lying. NewsNation reveals all the empty seats.",2024-10-10
RALLY YANKS !!!!,2024-10-17
"So Trump has all these people bused in to his Coachella rally, and then he just leaves them there - stranded, in the middle of the freaking desert, in the middle of the freaking night. He doesn't care about them; he doesn't care about you.",2024-10-13
"Vice President Harris to MAGA hecklers: “Oh you guys are at the wrong rally. I think you meant to go to the smaller one down the street”

",2024-10-17
"BREAKING: Barack Obama will speak today at a campaign rally in Pittsburgh to launch a get-out-the-vote tour for Kamala Harris. Obama's campaign stop will be the first of several throughout battleground states. 
#HarrisWalz2024 #HarrisForPA",2024-10-10
"Tyler Lutz (‘25, PA) used the long levers well with a loose stroke. Short swing with good hand speed and whip thru it, impacts it well to add a base knock on this swing to keep the rally inning alive. #JMU commit. @PGMidAtlantic @Oilers_BPC #WWBAWorlds",2024-10-17
I’m so tired! But I made it to the rally line!  I can’t wait to see President Trump in person. ,2024-10-12
"Trump is gonna shit his depends when he sees Harris rally right now in Madison, Wisconsin! A.I. creation. All REAL!

It would be a shame if you shared this.",2024-09-21
BREAKING: Stunning new footage shows people leaving Donald Trump’s rally today. Retweet so all Americans see this MAGA embarrassment.,2024-10-06
"BREAKING: to make up for almost killing thousands of his elderly fans by stranding them in the Coachella desert overnight, Donald Trump offers 'free Kool Aid' to everyone that attends his rally this weekend in Guyana.",2024-10-14
"Strong turnout for PTI rally despite the state's tactics to limit numbers through roadblocks and containers, and despite the risk of violent crackdowns and arrests. Its size and popularity ensure its mobilization capabilities remain intact despite relentless attempts to curb it.",2024-09-08
I want to be like him at his age at a Rally like Harris/Walz !!!! All about Joy & love ,2024-10-17
"Class@

Ave Maria at Trump Rally",2024-10-17
HOLY SHIT KAMALA HARRIS JUST PLAYED A CLIP FROM trump’s RALLIES AT HER RALLY ,2024-10-15
Did you like my speech at Trump’s rally?,2024-10-05
" Canada Labels Samidoun a Terrorist Organization! 

Canada has officially designated Samidoun, a pro-Palestinian group, as a terrorist organization following a rally in Vancouver where chants of ""death to Canada"" and flag burnings occurred.  Public Safety Minister Dominic",2024-10-17
"RFK Jr. at Michigan Trump rally: “All you have to know is 7 words, and you never have to admit to doing anything wrong again: I was born in the middle class.

The next time your boss asks you why you were late for work, what are you gonna say?”

Crowd: “I was born in the middle",2024-09-27
"WOW! PAINTER SCOTT LOBAIDO JUST COMPLETED HIS PAINTING OF COREY COMPERATORE AT TRUMP'S BUTLER RALLY!

Beautiful painting, @ScottLoBaido!

Over 60K are at this rally!

Share to make this go viral!",2024-10-05
"Harris and Walz are crisscrossing the country. If they held a rally near you, would you go?",2024-09-16
Would YOU go to a Harris/Walz rally if one happens near you?,2024-08-10
 WE HAVE ARRIVED AT THE TRUMP RALLY.,2024-10-04
Did anyone notice that gold hit a new all-time high today? A few of us did. It's fascinating how mainstream business media ignores the story. Could it be because the rally in gold is actually the collapse of the dollar?,2024-09-12
"Aurora Mayor Mike Coffman says he will not attend Trump's rally and hopes that the visit to Aurora will show the former president that his claims are inaccurate. Yet, in a video I took Saturday at MLK library in Aurora, Coffman admits how bad Colfax has gotten behind closed",2024-10-08
"Elon Musk's full speech at Trump's rally in Butler, Pennsylvania today.",2024-10-05
"Trump: ""We do a lot of these beautiful rallies, and it's so great. We never have an empty seat. Never have.""

He literally said this at this rally with empty seats.",2024-10-10
I still can’t believe we’re in Butler for President Trump’s rally. This is such an honor. Thank you always Dr. G ⁦@SebGorka⁩  mom and I love and appreciate you always.,2024-10-05
"I hope no one gets offended by this, but I really think Donald Trump would benefit BIGLY by having @NicoleShanahan stump with him at a few rally’s. 

Not that he isn’t doing a good job, I just really think she connects with women & mothers & that would greatly benefit Trump.",2024-10-08
"Crowd at Kamala’s rally today in La Crosse, WI(approximately 3,000), Trumps rally August 29th at the La Crosse Center,
(filled to capacity 7,800, with over 1k more turned away).",2024-10-17
"""Not able to run for two weeks"": Trump cancels NRA rally appearance amid decline concerns 

https://msn.com/en-us/news/politics/not-able-to-run-for-two-weeks-trump-cancels-nra-rally-appearance-amid-decline-concerns/ar-AA1sslnk?ocid=socialshare… 

Talk to the hand.",2024-10-17
"WOW! Corey Comperatore’s Wife and 2 Daughters will be returning to Butler, PA tomorrow to attend Trump’s Rally 

God Bless Corey and his family ",2024-10-05
Backstage at the Trump rally earlier tonight in Reno. Huge energy and a packed house!,2024-10-12
"Oops, looks like I've registered for 2 tickets for the trump rally in New York City!

I sure hope I'm able to attend, because if not, those will be 2 more empty seats at his rally. And if everyone did that, wouldn't it be just terrible! 

You totally shouldn't take the two",2024-10-15
"Hey Arizona!

Trump was forced to make a deposit of $145,222.70 upfront for his rally in Tucson 

""The required deposit came about because Trump failed to pay an $81,837 bill from a campaign event he held at the Tucson Convention Center in 2016.""",2024-09-12
"Look at these amazing patriotic trucks that are at the Trump Rally in Butler, Pennsylvania today!",2024-10-05
"CAMPAIGN WRAP:

@KamalaHarris criss-crossed WI with events in Milwaukee, La Crosse, GB

@realDonaldTrump stopped by Bronx barber shop ahead of charity dinner tonight

@JDVance rallies in west PA

@Tim_Walz & @BillClinton rally in NC as #EarlyVoting begins

@SpectrumNewsDC",2024-10-17
"Breaking: At a rally in Philadelphia today, a speaker stated, “On Oct. 7th when I was watching those resistance fighters flying into Palestine on paragliders I was cheering.”

These are pro-Hamas protestors and pose a national security threat.",2024-10-06
Haha the good people of Arizona are jamming to Beyonce’s Love On Top while waiting for Tim Walz’s rally.,2024-10-09
Catching up on Trump’s rally at Coachella and apparently all the cult members got stranded 5 miles from the parking lot ,2024-10-13
Nothing more fun that watching thousands of MAGAs stranded after Trumps Coachella rally.    https://x.com/WesleyxJohnson/status/1845335268976623969/video/1…,2024-10-13
"I can’t believe you motherfuckers are posting this link to trumps Oct 27th rally at Madison Square Garden

 https://event.donaldjtrump.com/events/president-donald-j-trump-to-hold-a-rally-in-new-york-new-york…

Do you know what would happen if people filled out this form & didn't go? He would be so fucking embarrassed. 

How dare you all",2024-10-14
"We should probably get one thing  straight ahead of Trump's rally in Tucson today

The venue holds 2,195 people max

That is all",2024-09-12
"Trump is at a stop antisemitism rally with Adelson 

Adlelosn is a dual citizen of Israel who just gave Trump $100 million 

Jonathan Pollard was the worst spy in US history 

When Pollard was released from prison Alderson picked him up in his private jet and flew him to Israel",2024-08-16
"Kamala Harris just walked on stage at her campaign rally in Phoenix, Arizona, and the crowd is on fire.

Donald Trump can't fill up such rallies. Share this video to ruin his night.",2024-10-11
"Seven hours ahead of when Trump is scheduled to speak, this is the line for his rally in Butler, Pennsylvania, at the same venue where the assassination attempt in July took place",2024-10-05
"WOW! TENS OF THOUSANDS OF TRUMP SUPPORTERS ARE LINED UP FOR TRUMP'S COLORADO RALLY!

I just took this video and this crowd is MASSIVE!

The FAKE NEWS won't report this.

It sure would be a shame if everyone shared this and it went viral!",2024-10-11
"Breaking: Ilhan Omar’s daughter posts “resistance is glorious, we will be victorious,” to her instagram.

She posts that at the rally at Columbia on the anniversary of the Oct. 7th massacre.",2024-10-07
"Ahh Twitter, where Zionists and neo-Nazis come to find common ground. A klan rally in every comment section. A war crime in every timeline.",2024-10-17
"Holy fuck

https://theblaze.com/news/trump-rally-chemical-attack-report?utm_source=dlvr.it&utm_medium=twitter…",2024-09-19
"IT’S COACHELLA RALLY DAY! Yes, the rumors are true. I’m singing the National Anthem! The program begins at 3pm PST, which is when I’ll be singing & then President Trump is on at 5!

I’m incredibly grateful to you all, my fellow mememates, & @WarlordDilley",2024-10-12
"Susan energized her supporters at the candidate’s rally in Saint John tonight!
Three more days for the change this place needs!",2024-10-17
"BREAKING  President Trump stuns America by having 100,000 people at his CALIFORNIA rally

The Democrat Elites are panicking as they realize Kamala Harris is the WRONG choice  

LET’S FREAKING GO ",2024-10-13
Live look at Donald Trump taking the stage at his rally today,2024-10-05
"WATCH: ""In response, today, the United States, United Kingdom and Canada are launching a joint diplomatic campaign to rally allies and partners around the world to join us in addressing the threat posed by RT and other machinery of Russian disinformation and covert influence."" -",2024-09-13
Proud of Donald Trump for coming to California. His Coachella rally was Fyre!,2024-10-13
"I dont know what's funnier. That Trump left his supporters stuck in the desert or that his ""Coachella"" rally was actually at a manure farm. You can't make this shit up. Even if you literally make shit for a living.",2024-10-13
"Donald Trump is looking around and incapable of being respectful during the “moment of silence” for Corey Comperatore at his Butler, Pennsylvania rally.

Vile man.",2024-10-05
"WATCH:

Trump opened his rally in Butler, Pennsylvania today by saying, “As I was saying,” after being interrupted by an assassin last time.

Donald Trump is an ICON! 

",2024-10-05
Yeah... I smell a rat now.,2024-10-13
BREAKING: Snipers are now positioned on sloped roofs at the Trump rally in Butler PA.,2024-10-05
Trump's Coachella rally is turning out to be one of his biggest of the year and there's still 7 hours to go until he speaks.,2024-10-12
BREAKING: Hollywood star Dennis Quaid speaking at Trump’s rally in California: “It’s time to pick a side.”,2024-10-13
BREAKING: Trump promises to return New York to greatness during massive Bronx rally | The Post Millennial | http://thepostmillennial.com,2024-10-17
"This is HILARIOUS, more dissatisfied trump supporters, streaming out of his Wilmington, NC rally after only 28 minutes of his boring, low energy rambling.

Kamala Harris was right!",2024-09-22
"“That’s okay.” Man tries to violently attack the press at Trump rally in Pennsylvania. Trump, who often denigrates the press and promotes violence, defends him, says “that’s beautiful” and “he’s on our side”.",2024-08-31
"Kamala Harris just now at her Wisconsin Rally with Liz Cheney: 

“I also want to thank your father, Vice President Dick Cheney, for his support, and what he has done to serve our country.”

We live in a never ending South Park episode….",2024-10-03
"Breaking: Protesters at Dearborn, Michigan rally cheer in support of Hezbollah. The Dearborn mayor stayed, “Netanyahu go back to Poland.”

The crowd was filled with images of Nasrallah and Hezbollah flags. Is this what an American city should look like?",2024-10-13
#WATCH | Jharkhand | Union Minister Shivraj Singh Chouhan's car today got stuck in a muddy pothole amid rains today in Baharagora where he was for a public rally,2024-09-23
"From Pittsburgh:  President Obama at a Harris Rally calling it as he sees it, including very uncomfortable truths about Trump (FULL Speech 45 minutes)

This speech landed at the absolutely right time

A MASTERPIECE

Priceless . Bookmark worthy

10.10.24  820 pm ET",2024-10-11
"Are these the illegal Immigrants they keep talking about?

Nope LMAO….just your regular MAGA morons that had to walk to Trump rally in Aurora, CO from the parking lot because buses didn’t come",2024-10-14
"Hey, .@nytimes ...knock it the f*ck off. Donald Trump shit all over the bed. He didn't take a ""detour"" during his rally. His frontal lobe dementia was on full display on that stage yesterday. You know it, the Trump campaign knows it, and every American watching knows it. You are",2024-10-15
"I didn’t spend my Saturday night walking in the dark for two hours with a bunch of people in matching Harris hats after we were stranded in the middle of nowhere at the end of a rally we were bussed to but not bussed from because I’m not an idiot, and I’m not in a fucking cult.",2024-10-13
8:13pm in Butler after the Trump rally has wrapped,2024-10-06
"Trump, caught LYING and trying to con Americans by paying people to attend his hate rally in Scranton and cosplay as fake firefighters. Proving once again, there is no lie disgusting enough for the loathsome piece of shit to not try to get away with. ",2024-10-11
" AT MY FIRST TRUMP RALLY 5 YEARS AGO

It was amazing! Like I said before 

The Media lied when they said @realDonaldTrump Rallies are racist and dangerous.

People were dancing & singing with me.",2024-10-17
"Trump puts Kamala’s brain on the Jumbotron at his rally!!
",2024-10-08
"WOW. Aurora’s Republican Mayor Mike Coffman REBUKED Trump for  lying about his city during a rally earlier today:

“The concerns about Venezuelan gang activity in our city – and our state – have been grossly exaggerated and have unfairly hurt the city’s identity and sense of",2024-10-12
Putting the Jeter jersey on in hopes of a rally,2024-10-17
"https://dailykos.com/stories/2024/10/17/2277489/-Trump-keeps-canceling-appearances-What-is-he-hiding?pm_campaign=front_page&pm_source=top_news_slot_1&pm_medium=web…

While he has many faults, the one that is keeping him off of any more debates is, that shitting in ones pants during a rally does look kind of Un Presidential, I would imagine.",2024-10-17
Aurora’s Republican Mayor Mike Coffman on Trump’s Friday rally:,2024-10-11
BREAKING: Trump Force One just uploaded this video showing the absolutely mind numbing size of the Butler PA rally as Trump lands.,2024-10-05
"Lot of empty seats at Trump rally in Reading, Pa. Arena has 7,200 seats.",2024-10-09
"BREAKING: Chris Wallace stated earlier today that Trump is “sticking to the basement” like Biden did in 2020.

Isn’t Trump holding a rally or town hall almost every single day?",2024-10-16
Massive protest outside of the @tdsb after their teachers and administrators lied to parents about taking kids on a field trip to a far Left rally where antisemitic chants were shouted and children were forced to wear blue to identify them as “colonizers”,2024-09-24
showed up to another man’s rally but can’t show up for his kids ,2024-10-06
"I’m still up in the clouds and in awe about the Coachella Trump Rally. It was a spectacular day! Singing the National Anthem at a Trump rally has been a dream of mine for years. That dream came true and it was a total honor.

The Trump staff were incredibly accommodating to me",2024-10-13
"It’s funny how Black men are the only race of men getting pressed or shamed about not voting for Kamala. She’s Indian & I haven’t seen a “Indian men for Kamala” hashtag, zoom meeting, rally, nothing. Leave us alone lol",2024-10-12
"Seunghan, a former member of the K-pop group RIIZE, has found himself at the center of a global wave of support following his sudden departure from the group on Oct. 13. 

Read more:
https://manilastandard.net/showbitz/314511155/international-fans-rally-for-seunghan-after-exit-from-k-pop-group-riize.html…",2024-10-17
"BREAKING: Dozens of masked men filmed waving Hezbollah flags and chanting “Death to the Jews” in Melbourne Australia. 

This Palestine rally was endorsed by the Australian Greens which has 15 members in the Australian Parliament. Also endorsed by every major Palestine org in",2024-09-29
"Linda Ronstadt is upset about Trump holding a rally in Arizona today at a venue named after her. However, it's important to point out that many Americans no longer prioritize the opinions of wealthy, liberal elites.

Buzz off!",2024-09-12
"Holding a hate rally in a Jewish neighborhood in Ottawa is clearly against Canadian laws. 

It is meant to intimidate.

By tolerating it, the government is not only abandoning its Jewish citizens, but in defacto, condoning the behavior.

#Cdnpoli #Onpoli #Ottawa",2024-09-28
"At a rally yesterday in Michigan, Trump spoke sitting down. He slurred more than usual, his gut was protruding, his makeup was garish, and his posture was poor. He was disjointed, and I think it's safe to say we've heard his last complete sentence. 
This is an old and unwell man.",2024-09-28
"You cannot make this stuff up. Saturday, the loathsome piece of shit stranded thousands of his supports at the site of his hate rally in Coachella. After bussing them in, Trump was too cheap to bus them out — forcing his cult members to walk miles back to their cars. ",2024-10-13
"BREAKING: At a rally in Pennsylvania, JD Vance just doubled down on his claims that Donald Trump won the 2020 election. This guy cannot be trusted to protect our democracy.",2024-10-12
"

Who is this guy at the Trump rally??

Did you guys see this? 

",2024-10-04
"I wanted a pic with Trump today, but instead he brought me on stage at his rally in Las Vegas… I think that’ll do. Make America Great Again.",2024-09-14
"WATCH:

President Trump just confirmed while speaking at his rally in Scranton, Pennsylvania today that he is renting out Madison Square Garden for a rally. 

“We just rented Madison Square Garden. We're going to make a play for New York."" — DJT",2024-10-09
"If he will abandon you at a rally, he will abandon you in a crisis.",2024-10-14
"Are we tracking resignations? 

Trump predicted this would happen. 

And I find it very interesting that Trump just announced a rally to be held at Madison Square Garden, just 9 days before election day.",2024-10-10
So the people I’m supposed to worry about starting a Civil War can’t get home from a rally.,2024-10-14
I'm a broker for this guy. He wants #bitcoin. ,2024-10-17
"I just tried to share the full video of Elon Musk REDPILLING America at the Trump rally in Butler on Instagram and they PERMANENTLY DISABLED my account. 

Absolutely insane. 

Censorship is alive and well. 

You know what to do ;)",2024-10-05
"The crowd dancing before the @KamalaHarris rally in #Greenville, NC.",2024-10-13
"JUST IN: Vem Miller, the man accused of a so-called ""third Trump assassination attempt"" denies these reports and pushes back in a statement released online.

Miller states he is a Trump supporter who was invited to be at the Coachella rally. He adds that he told officers he had",2024-10-14
"The Trump rally tonight in Las Vegas couldn't even hold more than 2,500 people. I've seen more people at a high school volleyball game. This is pathetic.",2024-09-14
"Ok… Secret Service Might want to look into this NOW!

At the Michigan Rally, a man right behind Trump made a hush sign and neck slash signal. 

This past April in PA, a man right behind Trump did the same exact thing!

Something is definitely not right… pray for our president",2024-10-04
"Trump supporter at the rally today claims the economy is tanking, but yet he was able to spend $4,000 to Trump up his truck.",2024-09-14
A TV station just interviewed me at the Trump rally tonight. I'm not sure it went like they planned,2024-09-13
"Trump rally performance Butler, PA",2024-10-06
Trump telling this guy to lose weight as he’s being stretchered out of the cult rally,2024-10-14
Hell yeah! En route to Coachella for tomorrow's rally @TeamTrump @realDonaldTrump @pnjaban,2024-10-12
"JUST IN: Record breaking attendance for Trump’s rally in California.. 

MEDIA HATES THIS..",2024-10-13
"WOW. Check out the HUGE crowd at VP Harris’s rally in Greenville, North Carolina.",2024-10-13
"Donald Trump is playing Dolly Parton's Jolene at his sad little hate rally in Aurora, Colorado.

Who else thinks Dolly should sue?

",2024-10-11
"Stephen Miller has showed up to spew hate at Donald Trump's sad little rally in Aurora, Colorado.

JFC, this guy is Goebbels reincarnated. 

It's so creepy.",2024-10-11
"DEVELOPING: Evidence Mounts That Chemical Attack Left 20 Trump Rally Attendees Sick With ‘Mystery’ Illness After Standing Onstage In Tucson, Arizona Last Week",2024-09-19
"Cool, I’ve always preferred the rally race games… ",2024-10-17
"I'm convinced the people who attend Trump rallies were raised in a barn.

Look at all this trash after his Butler, PA hate rally.",2024-10-06
"Georgia! I’m excited to join @WhenWeAllVote for a rally in Atlanta on Tuesday, October 29!

With early voting happening right now — it’s important that folks make a plan to vote by Election Day. 

Sign up to join us at http://WeAll.Vote/rally.",2024-10-16
Elon Musk is at a Trump rally right now wearing a MAGA hat and looking like a dumbass.,2024-10-05
Magic Johnson is here in Flint to endorse Kamala Harris at her rally this afternoon,2024-10-04
"The oldest trick in the political book. When you're having serious troubles at home, pick a fight with a foreign entity and ask people at home to rally behind you for the sake of security and the good of the country.",2024-10-15
North Carolinians are already lining up and fired up for @KamalaHarris’ rally in Greenville this afternoon! ,2024-10-13
"My speech today at Trump Rally in California.  Liberals destroyed California & they are going to do the same thing to the rest of America.
• Inflation
• Immigration
• Wars Everywhere
• Higher Taxes
Sorry for the f-bombs I’m frustrated with the direction of our country.",2024-10-13
That man played 40 mins of music at his rally yesterday and not one song was from lara trump...,2024-10-16
Trump rally attendees leave during @realdonaldtrump’s speech tonight out of exhaustion and boredom ,2024-09-24
"There were not 100,000 at Trump’s Coachella rally—the county gave a permit for a max occupancy of 15,000 max according to the Fire Marshal. 

Secondly, why did Trump abandon them all, they got stranded with no busses ",2024-10-13
"It’s really interesting Trump is doing a rally in Coachella California. 

There’s 20+ days until the election. 

Why would he do a California rally unless his internal polling was saying he could win California??  

This is such an interesting move. 

I hope I’m right.",2024-10-12
"So thousands of people were stranded after Coachella rally because Trump stiffed bus company. Why hasn’t MSM interviewed the people who got stuck there, or had to walk 2 hours to return to civilization?",2024-10-15
"Watch ""Live: Harris delivers remarks at Wisconsin campaign rally"" on YouTube",2024-10-17
"""Heartbreak is one thing, my ego's another ...""

Pennsylvania native Sabrina Carpenter is ready for a Phillies rally ",2024-10-09
"Good morning and Happy Friday to everyone who LOVES the joyful, normal, scandal-free way the Harris Walz campaign reaches people. Here's Tim Walz, ""at a political rally with our neighbors"" checking out the birds.

LOVE THIS! ",2024-09-20
"In a shock to absolutely no one, Donald Trump left his supporters stranded after his “rally” because he didn’t bother to pay the bus company.

Yes, he really is that cheap and selfish.",2024-10-14
"“Oh, you guys are at the wrong rally. I think you meant to go to the smaller one down the street.”

-VP @KamalaHarris ",2024-10-17
Gov. Walz arrives at packed Pennsylvania rally ,2024-10-02
"Trump’s rally ended with another performance of “Nessun Dorma”.

This song played in closing scenes of “Sum of All Fears”, where Russia and the US end nuclear tensions after the Deep State tried to assassinate the POTUS and start WW3.

Sound familiar?

Is Trump sending a message?",2024-10-06
BREAKING NEWS: Liberals placed a 43-foot naked statue of President Donald Trump near Kamala Harris Las Vegas rally. This is the left.,2024-09-30
"President Trump has a rally at Coachella in California on Saturday starting at 5 p.m. PST.

People are already forming a line.

Trump can win California!",2024-10-12
"Yikesssssssss!!!! Donald Trump was a slurry, incoherent mess at his Scranton, Pennsylvania rally. This may have been one of the most nonsensical speeches he’s ever made.

Let’s recap it:

He starts by overcompensating for his tiny crowd by saying there are “a lot of people here.”",2024-10-09
"Tell me you're not with the shyts without telling me! 
""Oh you guys are at the wrong rally! I think you meant to go to the smaller one down the street!""  #Vote    
#VoteHarrisWalz2024 #SaveOurDemocracy @VP @harris_wins @KamalaHarris @Tim_Walz @CNN @maddow @MSNBC ",2024-10-17
Trump’s Rambling Speeches Focus His Critics and Worry His Allies,2024-10-17
Donald Trump bused his followers miles into the desert for a rally and then left them there in the dark,2024-10-14
"WATCH: 

The crowds at President Trump’s return to Butler, Pennsylvania rally are massive. 

This is the line at 10 am. 

The event doesn’t start for another 7 hours. 

Donald Trump is an American hero.",2024-10-05
Trump still speaking halfway thru his rally while dozens of attendees are leaving already.  Why do you think?,2024-09-19
"The line to get into today’s @KamalaHarris rally in Ripon, Wisconsin

Local population: 7,772

#WIforHarrisWalz #CountryOverParty",2024-10-03
"One piece of my daily existence for at least the next 10 weeks will be reminding people that neither Donald Trump’s ear, nor any other part of his body was struck by an intact bullet at the Butler rally. 

No one from the Trump camp has been honest about what happened and we have",2024-08-29
" I asked this very nice woman and her daughter at the Trump rally in Uniondale, why she loves him and where she gets her news.  THEN she said she saw on the news “They’re stealing cats. They’re stealing ducks and dogs and they were eating them. They’re not going to lie,",2024-09-20
"OMG!!

Harris just promised at her Arizona rally that if she wins, she’ll secure the border.

But this has been her fvcking job since March 2021! Why isn’t she securing the border now?!!",2024-09-28
It turns out that the 'Scranton Firefighters for Trump' holding signs at Trump's rally–some even dressed up as law enforcement–were not firefighters at all. We dive into Trump's latest scam.,2024-10-11
"Vice President Harris: To the residents of this community, we are here for the long haul. In these moments of hardship, one of the beauties about who we are as a country is people rally together and show the best of who they are",2024-10-02
BREAKING REPORT: Legendary NFL Hall of Fame quarterback John Elway TO ATTEND Trump's Colorado rally..,2024-10-11
" BREAKING: ELON TO ATTEND TRUMP RALLY IN BUTLER

Elon will join Trump at his rally in Butler, PA, this Saturday. 

The event marks Trump's return to Butler Township, where he survived an assassination attempt in July.

Local officials and first responders are preparing for a",2024-10-04
BREAKING: Analysts are questioning Donald Trump’s stamina after his second rally today showed a steep drop off in performance. Trump was rambling incoherently and looked terrible.,2024-10-10
"Deplorable. You raise your flag on others land and they will rally and resist until you leave. 

Israeli soldiers raise their flag in Maroun Al Ras, Lebanon ",2024-10-08
"Dear @reformparty_uk @Nigel_Farage 

I’d like to speak at Reform’s South West Event on Sat 9 Nov

Or give members a ‘Batshit Bonkers Britain’ stand up show

No charge from me, a fundraiser for you

We are STRONGER TOGETHER.  (Pic at your last SW rally)",2024-10-17
"BREAKING 

Donald Trump will host a rally at Madison Square Garden to finish up his 2024 campaign 

Legendary.",2024-10-09
"Live from the @realDonaldTrump rally in Pennsylvania. 

Same location where he was shot. 

 https://x.com/i/broadcasts/1nAKEpDdkgyxL…",2024-10-05
Democrats showing up to a Kamala Harris rally,2024-09-29
"HOY SH*T 

This is a line of cars making their way to the Donald Trump rally in Coachella, California. But this isn’t Coachella, this is Moreno Valley, OVER AN HOUR AWAY!! This is going to be HUGE!",2024-10-12
.@KamalaHarris people leaving Trump rally early in Wildwood while he’s still talking. My video,2024-09-11
"Kamala Harris claps back at hecklers: ""I think you meant to go to the smaller (rally) down the street.""",2024-10-17
"GPS—Gaylord Rockies Resort & Convention Center Trump rally today, the total mobile devices when President Trump stepped on the stage, was 15,465, broken into two separate locations, the main exhibition hall with 10,354 mobile devices and what I’ve been told was an overflow area",2024-10-11
"LIVE: Trump Rally in Scranton, #Pennsylvania",2024-10-09
"It’s an ENDLESS sea of people here at Trump’s rally in Pennsylvania!

Holy CRAP! 

There’ll end up being 100K people here!!!",2024-10-05
"WATCH: 

@LoomerUnleashed just filmed this video of a drone that is currently flying over the Trump rally in Butler, Pennsylvania. 

I wonder whose drone it is.",2024-10-05
The Trump supporter deleted all his tweets about them getting stranded at the Coachella rally after the other Trump supporters attacked him for it making Trump look bad ,2024-10-13
Time for a Yankees rally,2024-10-17
"This Saturday in Reading, Pa., Congresswoman Chrissy Houlahan is having a GOTV Rally with Congresswoman Alexandria Ocasio-Cortez and Congresswoman Chrissy Houlahan, Reading H.S., 1pm-4pm
 - sign up now",2024-10-17
"NEW: Sen. Mark Kelly: Musk Supports Trump Because He Wants That ‘Giant Tax Cut’ for Billionaires

CNN’s Dana Bash set up Kelly to bash @elonmusk for his remarks at the rally in Butler, PA; leading with a question suggesting Musk has a conflict of interest with his companies’ govt",2024-10-06
"I watched the entire Trump rally in Oaks, Pennsylvania and broke it down minute by minute.  Trump awkwardly danced onstage for over 35 minutes for no discernible reason. There were two brief medical issues with members of the audience that appeared to resolve quickly.",2024-10-15
"The man arrested at Trump’s Coachella rally, Vem Miller of Las Vegas, expressed a desire to run for political office for 2A rights, anti COVID shutdown stuff etc. 

Also seems to be a Trump fan per Instagram posts.

He legally changed his name in 2020 and was involved in some",2024-10-13
"Elon Musk hopping around the stage at Donald Trump's Butler, Pennsylvania rally isn't helping the whole ""weird"" thing. 

So weird.",2024-10-05
"While speaking at a rally in Wisconsin, VP Harris responds to anti-abortion protesters who interrupted her. ""Oh, you guys are at the wrong rally. No, I think you meant to go to the smaller one down the street,"" Harris says.",2024-10-17
"Are you f@$king kidding me?

Toronto middle schools sent Grade 7 and 8 students on a “field trip” to take part in a political protest.

The protest was in fact an anti-Israel rally. One Jewish student was instructed to wear a blue shirt to identify her as a “colonizer.” After the",2024-09-21
