Tweet,Date
"The Republican and Democratic parties are so focused on what’s good for their parties that they’ve completely lost sight of what’s good for our country.

DONATE NOW  http://kennedy24.com/donate

We haven’t seen America this divided since the Civil War. It’s long past time we",2024-07-30
A few weeks ago Elon Musk was telling the world civil war in the UK was “inevitable”. The idea the British Government should be rolling out the red carpet for him at an investment summit is bonkers.,2024-10-13
"What do you think will happen after TRUMP LOSES in November?  CIVIL WAR, or HUNDREDS OF THOUSANDS OF PEOPLE DANCING IN THE STREETS?  I'm betting on the second outcome.  It will be one of the HAPPIEST DAYS of my life.  Honestly.",2024-07-26
Civil War,2024-08-06
"If they wanted Trump dead at this point he'd be dead already in the gunsights of a top-end assassin and the bounty would be rather more than $150,000. Trump is, like Harris, a Cult gofer puppet and it may suit them to assassinate him and trigger civil war. But if that's the case",2024-09-23
"The country is burning. 
Is England heading for civil war?",2024-08-03
Donald Trump and JD Vance are trying to start a civil war.,2024-09-15
A24 has released seemingly AI-generated posters for ‘CIVIL WAR’,2024-04-17
"Here is Democratic Rep Jamie Raskin saying that on Jan 6th 2025 they may have to remove Trump from office and prepare for a civil war.  

Why would he say such a thing?",2024-09-18
"Elon Musk 'savages' Starmer, saying the UK appears to be heading towards civil war because of one-sided policing.
Has Musk got it right?
#TwoTeirKeir",2024-08-06
"UFC if Dricus, wins you might have to go to SA

Yall do you really want me going to a corrupt country with deep seated racism and poverty that is usually on the brink of a civil war?!?!

""Here's the thing about South Africa"" lol",2024-08-16
"“We will build a bastion against the Extreme Right…” -Ursula von der Leyen, the Bitch of Buchenwald, who wants to start a Civil War in Europe. 

This Psychopath belongs in Jail.",2024-06-09
"An Algerian man who had been missing for 26 years has been found in his neighbor's house.

Omar B disappeared at the age of 19 during the Algerian Civil War in 1998, and his family assumed he had been kidnapped or killed.

Now aged 45, he was discovered amid haystacks only about",2024-05-15
T'challa was more menacing in Civil war than the Black panther film.,2024-08-22
"Civil War is brewing from a corrupt commie ex-con Lula somehow “winning” an election. 

Military & police back the “losing” Bolsonaro candidate.",2022-11-02
"#khargone

Without getting into moral argument of who is right or wrong

We are max 20 yrs away from full blown civil war like many countries have witnessed

Tamil-sinhala conflict of srilanka
Syrian civil war
Bosnia and Herzegovina conflict

+",2022-04-13
"People think a civil war or strife means two sides lining up and conducting warfare against each other in an organized and coordinated manner.

It doesn't.

It means several bands of unaligned people and bands fighting and ransacking each other regardless of stance. Survival is",2023-12-30
I have another way to put it; America is already in the middle of a second Civil War. It’s mostly cold for now but is quickly heating up.,2023-04-07
The war was never a civil war. It’s has been a regional war involving Eritrean and Somali troops as well as Ethiopian forces,2022-08-09
Civil war is already happening in the UK. You just don't know it yet. It's the 21st century and everything looks a bit different than what you're used to reading about in the history books.,2024-08-05
First thing that happens when civil order breaks down is people start using the lawlessness to settle scores. We have a blinkered view of Civil war because of how ours went down. We didn’t really have a civil war; we split into two countries and had a regular war. Civil war looks,2023-09-01
"If any kind of civil war faces Americans (may God forbid), it is unlikely to be two armies fighting over one paramount issue (slavery), as in 1861-1865, but sporadic, mounting bursts of violence against our federal government as it tries to enforce rule of law.",2022-08-11
"Wow.  Russia now has two armies in control of two different parts of the country. That's the definition of a civil war or (according to Tilly/Trotsky) a ""revolutionary situation.""",2023-06-24
"Yep. People are realizing that the really scary civil war scenario is that the U.S. Military breaks up and fights itself over a disputed presidential election. 

A lot is riding on our military.",2021-12-18
"It’s not a civil war, it is a dirty war orchestrated by the west. They arm, train and support terrorists against the Syrian people/government. Though the US has allowed ISIS to flourish in an effort to weaken Assad, US support went to the other terrorist groups I listed above.",2023-01-17
"Tens of thousands of Hindu devotees have been duped into consuming beef fat by a State managed temple. No outrage, no arrest. Had Haleem served during a State sponsored Iftar party been cooked in lard, this country would have witnessed a civil war.

My views with @gauravcsawant:",2024-09-19
"Reporter: ""What do you think caused the civil war?""

MAGA: ""A black man showed up at my door the other day!""

Bruh wtf???? ",2024-05-24
We should keep posting this clip. I don't know how to get this clip viewed by voters who don't have access to this X site. But the general public ought to know what Jamie Raskin said. He's plotting how to provoke a civil war in America if Trump wins the election.,2024-10-17
"Even if 1% of us (Muslims) March towards Delhi, Modi will be forced to run away  - In his speech over #WaqfBoardBill, Maulana Taukir openly incites Muslims for a civil war

Hate speech anyone? Or its reserved for Hindus only?",2024-09-26
"Quick question for everyone:

Do you think that Donald Trump will try to start a civil war if he loses in November?",2024-10-14
When the Civil War begins I say we just cut off the MAGA's supply of Lipitor and wait a few weeks,2024-10-04
"I'll tell you I have to applaud the American gun owner. The American Gun Owners are everywhere and all crime is local. In another time in this nation, the post Civil War era. If you so much as disrespected a man or his family or his property there would be severe consequences.",2024-10-17
"If civil war ever breaks out, meet me at the library.",2024-09-09
" Breaking: General Maher Assad, commander of Syrian  army's security forces and the brother of president Bashar Assad, is most likely eliminated in an airstrike by Israel.

He had a reputation for extreme brutality in numerous massacres he oversaw during Syria's civil war.",2024-09-29
"The FBI was investigating me because I exposed Biden corruption in Ukraine. 

When the government is going after individual members of the free press that’s when you know it’s us against the federal government. 

Not a Civil War - a second Revolution.

#FinePoint on @OANN",2024-06-09
"Part 1
The civil war against a tyrannical socialist insurrection of 2024 won't be like the civil war of 1860-1865. It will be a war against a tyrannical insurrection & its metropolitan liberal socialist following, against rural America.",2024-10-17
They call us big Satan and little Satan bc it true. Theyre not just being mean and calling us names. Our govts are pure evil. Ww3 and civil war is inevitable.,2024-10-17
1 inch more and this country would be in a Civil War.,2024-07-14
It looks like Texas is about to become ground zero for America’s next civil war.,2024-01-23
"BREAKING: Venezuelan opposition leader Maria Corina Machado and candidate Edmundo González have officially declared victory in the election, and Maria says they have ""won in all the states of the country""

PRAY FOR VENEZUELA. It looks like civil war is brewing",2024-07-29
"Daily reminder that Lebanon was a Christian country and was destroyed by Palestinian terror organizations that moved there and started a civil war.

Before the war, when it was ruled by Christians, Lebanon was the financial and tourist capital of the Middle East. It was one of",2024-08-16
"Like it or not, if the right really wants to stop the immigration waves to Europe, they need to stop Israel first 

It is clear to anyone in Europe with a brain that the refugee waves to Europe started with the start of the invasion of Iraq, the civil war in Syria and the NATO",2024-06-30
"Ohio State Sen. George Lang at J.D. Vance event says “it’s going to take a civil war to save the country"" if Republicans lose the election.",2024-07-22
"We are getting into Reconstruction in the Civil War and Reconstruction class, and talked a bit about this website: https://informationwanted.org

As always, I choked up a bit reading some of the advertisements of formerly enslaved people trying to find loved ones.",2024-10-17
"""40 acres and a mule"" refers to a post-Civil War American policy and an idea associated with reparations for former enslaved people. In the aftermath of the Civil War, some officials, including Union General William Tecumseh Sherman, suggested that confiscated land in the",2024-10-16
"Hundreds of DNC protesters are now gathered outside a Hilton hotel where delegates are thought to be staying.

This video could indicate that a civil war is unfolding within the Democratic Party regarding the choice of their nominee.

There is a chance that Kamala Harris could be",2024-08-19
